text,Food,Interior,Price,Whole,Service
"Вы помните мультик про мышонка повара, живущего в Париже, ""Рататуй""?=) Там был ресторанный критик, который пришел в заведение, где мышонок работал, а мышонок не долго думая приготовил ему самый обычный рататуй. Блюдо домашней французской кухни, родом из Прованса. И когда этот критик попробовал этот рататуй, у него перед глазами возникла картина воспоминаний его беззаботного детства у бабушки в деревне. Я испытала абсолютно такие же ощущения!!! Начну с того, что мне безумно понравился интерьер! Все сделано со вкусом, качественно, без лишней помпезности. Там крайне приятно находится. Нас встретили, усадили за столик, принесли меню. Кстати меню, очень большое! Я долго сидела и не могла выбрать, что-же мне попробовать. В итоге было выбрано особукко, баклажан, и домашнее красное вино. Очень приятно было получить комплимент от шеф-повара в виде салата=) Мясо было превосходным, просто потрясающим. Честное слово! Кстати порция весьма внушительная. По крайней мере для меня, мы ее с мужем на двоих съели. Баклажан нежный, отлично запечен. Вкусное домашнее вино. Обслуживание внимательное и не навязчивое. Я рада, что теперь есть действительно настоящий ресторан итальянской кухни, да еще и рядом с домом=)) Обязательно приду и еще не раз, ведь теперь это мое любимое место!",positive,positive,absence,positive,positive
"Решил отметить в этом заведении свой ДР в компании друзей. До этого пару раз заходил и от посещений остались приятные впечатления. Приветливый персонал, хороший выбор пива, быстрое выполнение заказа. Порадовало и наличие своего пива по приемлемой цене и неплохого вкуса. Столик заказал заранее, еще в понедельник. Однако, в пятницу, когда пришел уже непосредственно отмечать и решил заказать их пива, мне сказали что в наличии остался только один сорт, причем не местного пива. Я расстроился, но не отменять же все, тем более приглашенные стали помаленьку подходить... Только через полчаса нам принесли заказанное пиво. В следующий раз официантку удалось подозвать, когда бокалы уже 10 минут были пусты... Решили заказать пива побольше, чтобы больше не ждать. Через несколько минут официатка принесла 1 бокал и сказала, что пива больше нет!!! Больше оставаться в этом заведение не хотелось. Слава богу у нас в городе есть другие места, где пиво не кончается через час и обслуживающий персонал не забывает про твой столик на долгое время. Так что вечер удалось спасти, а от Глобуса остался тяжелый неприятный осадок...",absence,absence,absence,negative,negative
"Субботним вечером зашли компанией в кафе Dolce Italy, попить кофе с пирожными. Было без пятнадцати девять, а кафе, как оказалось, закрывается ровно в девять вечера. Нам любезно предложили разместиться в ресторане, а пирожные пообещали принести туда. Так и произошло наше знакомство с рестораном Italy. Народу было много, полный зал. Для нас смогли найти только столик для курящих, но это сильно не помешало, так как вентиляция справляется. То что мы заказывали, нам понравилось. Интерьер спокойный, сделано со вкусом, но без особых изысков. На мой взгляд, больше подходит для компании, чем для того, чтобы прийти вдвоём. Что касается сервиса, то официантка в начале про нас забыла, пришлось окримнуть, чтоб сделать заказа. Но в остальном всё вежливо и предупредительно. К салату цезарь нужен был соус без анчоусов. Вначале повар сказал, что они могут предложить лишь майонез, что соус готовится утром одинаковый для всех. Минут через десять прибежал снова и обещал сделать всё в лучшем виде.. В общем, зайдём в это место снова. Обязательно попробуем больше итальянских блюд. Давно уже хотим с женой найти для себя хороший итальянский ресторан. Вдруг Italy окажется именно им? :)",absence,positive,absence,positive,both
"На 2ом этаже была раза два. Красивый интерьер - сидели у окна за столиком с диванчиками. Намного удобнее чем на 1ом этаже. Порции небольшие, но паста была оч.вкусной))) Обслуживание не понравилось - готовят (или приносят??) заказ ОЧЕНЬ долго, учитывая что оба раза ресторан был полупустой... Если бы не это, то могла бы назвать Моджо приятным местом чтобы посидеть вечером с друзьями.",both,positive,absence,both,negative
"Сегодня была в этом ресторане!! Мало сказать, что обслуживают там долго!!! 1) Хостес в этом ресторане нет, так что встречать нас никто не спешил. Подождали 10 мин. 2) Ждать пока к нам кто-нибудь подойдет принять заказ пришлось ещё минут 10. 3) Заказали по купону по два блюда в 19 50 где-то..второе блюдо я получила в 21:30. Вместо того,чтобы провести хороший вечер в компании, провели вечер в ожидании.Одни отрицательные эмоции!!!!!! Единственное, что понравилось, это музыка и интерьер но больше идти в этот ресторан НЕ захочется! Претензии скорее не к обслуживанию, а к администрации, которая такой большой ресторан не может обеспечить нормальным количеством официантов и, видимо, поваров!!!!",absence,positive,absence,negative,negative
"Нам понравилось абсолютно все!!!Очень хороший ресторан. Прекрасное банкетное меню, хорошая кухня и очень демократичные цены. Вкусный шашлык, хороший ассортимент блюд. Отмечали с друзьями и семьей Новый год. Было очень весело! Атмосфера позитивная домашняя, потому что уютная обстановка и приветливый персонал. Интересная развлекательная программа и живая музыка на высшем уровне. Спасибо Вам большое!!! Отметили у вас новый год теперь будем заходить почаще. Были 18ого января, думали будет скучно, но ошибались. Все было как и в новый год на высшем уровне а музыканты не дали скучать. Хороший кальян по приемлемым ценам. Ставлю 5 из 5 и всем рекомендую для отдыха с друзьями и семьей.",positive,positive,positive,positive,positive
"Мы были в этом ресторане 2 раза. Обслуживанием очень довольны, скатерти меняют после каждого посетителя, все очень чисто. Официанты очень подготовленные, могут рассказать, что из чего готовиться, как подаётся. Порции достаточно большие. Всё вкусно! Единственный минус - в праздники и выходные у них очень много посетителей, хотя это говорит о том, что ресторан хороший...И поэтому готовят очень долго! Закуски и салаты приносят быстро, а горячее нужно ждать. За ожидание нам принесли комплимент - мороженое для ребенка. Кстати, мороженое они готовят сами! Очень вкусно!",positive,absence,absence,both,both
"Небольшой и уютный ресторан. При входе нас встретил элегантный мужчина, который принял верхнюю одежду и проводил в зал. Позже, рассматривая фотографии на стенах, увидели на всех данного мужчину, и поняли, что это сам хозяин. Встречающий гостей хозяин - это много значит, такое в Питере я еще не встречал. Внутри ресторан достаточно уютный, но вот столики маленькие, четвером за одним столиком уже тесновато, особенно когда набираешь блюда. Меню ресторана достаточно утонченное, но не блещет 10 салатами, 10 вторыми блюдами и т.д. Можно сказать, что оно даже скромное. Но, в то же время кухня в нем превосходная, все блюда там изысканные и очень вкусные. Там впервые я попробовал мраморную говядину, видел её много в каких ресторанах, но тут все-таки решил попробовать. Блюдо было нежнейшим, таяло во рту! Порции небольшие, но и не маленькие, самое то, что бы все съесть, что заказал. Ресторан очень уютный, чувствуешь себя как дома. Обслуживание хорошее, кухня вкусная. Но, скажу сразу, что ресторан не дешевый, примерный счет 2000 руб на человека. Хотя, если не смотреть на цену, то ресторан смело можно рекомендовать к посещению. Данный ресторан я включу в свой белый список, и буду всегда иметь его на примете.",positive,both,negative,positive,positive
"Давно здесь не был, хотя близко от меня. На мой взгляд явно произошли изменения к лучшему. У входа вежливо встречают, предлагают зал для курящих и не курящих. Только сел за выбранный мною столик, меню сразу на столе, только выбирай. Выбрал официант тут как тут. Чайничек зеленого чаю с жасмином не заставил себя ждать. Стали быстро готовить. Заказал еще себе рис с угрем и ролл Радужный. Доев первое блюдо, сразу же принесли второе. Замечательно. При этом из новинок, что мой столик обслуживал не один официант как часто бывает, а группа, в данный момент менее занятой. От этого явно скорость подачи блюд и мое настроение явно повысились. Расчет произошел также быстро. До свидания на выходе сказали. Желание зайти сюда еще появилось. Официанты в массе своем мужчины, как рассказывают это фишка суши, позволяющая увеличить быстроту обслуживания. Она работает, действительно, работает. Над чем еще нужно работать заведению это над кухней, он пока не на уровне сервиса.",negative,positive,absence,both,positive
"Ресторан очень хороший!!! С ним у меня связано очень трепеиное и важное событие...в этом ресторане мне мой будущий муж сделал предложение (кстати, свадьба через неделю и мы будем отмечать ее только там). Кухня замечательная, обслуживание на 10.Не пришлось ждать меню, как это обычно бывает в некоторых ресторанах. Мы сели, заказали грузинские блюда, шампанское, через минут 5 нам принесли самое вкусное шампанское, которое я пила в жизни. .... Заказ тоже не пришлось ждать очень долго, минут 20, нормально. Мы кушали, кушали, и никак не могли насладиться едой, она была такой вкусной, необычной, т.к. я была первый раз в грузинском ресторане. Там спокойно, музыка такая спокойная и восточная...))) Правда не помню живая ли она была, вроде, нет. Мы были там днем, а вечером там я это точно знаю, что намечалась какая-то программа. Мне очень понравилось!!!! Если Вы ищите ресторан для какого-либо важного события, можете смело идти в ""ТБИЛИСО""!!! Если не понравитсяЯ, можете меня исбить...:-))))",positive,positive,absence,positive,positive
"Являемся постоянными посетителями данного заведения более года. Главное, что хотелось бы отметить - постоянно высокое качество кухни. Это одно из немногих мест, где хочется попробовать все и сразу. Обязательно рекомендуем попробовать суши и роллы. Она обалденны, готовят их быстро, всегда свежие и очень вкусные! Удивительная особенность для сети ресторанов то, что и в других ресторанах (Комендантский, Петроградская) уровень сервиса и кухни остается на том же уровне. Особенно это хорошо видно, если Вы являетесь постоянным посетителем Палок или Евразии =)) Единственное, что хочется отметить из негативного - в зале для некурящих бывает холодно, когда открывается входная дверь, но это мелочи. Если Вы идете туда в первый раз - обязательно попробуйте мороженое в кляре - лучшее в городе. А вот горячее раз на раз не приходится. Бывает приносят и холодным.. Обслуживание хорошее, но иногда приносят все сразу: и суши и суп и десерт. Надеюсь, качество обслуживания и кухни будет столь же высоким, все-таки любимый ресторан!",both,both,absence,both,both
"Давно хотела посетить этот ресторан, т.к. очень люблю китайскую кухню, а муж предпочитает японскую. Вроде бы идеальный вариант. Собирались долго, пришли к ночи. Конечно, все устали 11 вечера. Официантка, как будто под легкими наркотиками слушала не внимательно и не чего не записывала, в результате после 25 минутного ожидания принесли не то блюдо, которое заказывали. Отказались. Время было позднее много есть мы не могли , но сказав 3 блюда китайской кухни и 2 японской мы не нашли не одного действительно вкусного. Кухня претензионная и не вкусная. Кроме того в счет уже включены чаевые, а это 10 % , за такое обслуживание я не дала и 2 х.. Из положительного только интерьер. Но очень не удобная мебель. В общем, в это заведение мы больше не пойдем.",negative,both,negative,negative,negative
"Были на мой день рождения в этом ресторане! Мне все очень понравилось. Огромное спасибо официанту Дмитрию - очень вежлив и приветлив! Заказывали по салату Цезарю, пасту и пиццу - все понравилось! Еще Дмитрий псоветовал нам очень вкусное белое вино, а узнав, что у меня праздник - в подарок мы получили фруктовую тарелку! Хочу отметить интерьер - стильный, теплый и уютный. Зайдем еще не раз! Рекомендую.",positive,positive,absence,positive,positive
"Заезжали поужинать с подругой пару недель назад. Столик не заказывали. Про сервис ничего негативного не скажешь- быстро подходят, все улябаются, подходят спрашивают, всё ли нравится. Приятно. Интерьер на любителя, но мило и удобно. Еда хорошая. Вкусно, не так дорого. Подача плова- оригинальная, но... Мне лично это не понравилось, хотя идея конечно не плохая. Девушкам явно нравится. Я лично ожидал чуть боьше блюд из мяса в таком ресторане на мангале. С другой стороны по одному шашлыку есть из каждого вида мяса, в принципе хватает, но хочется чего то необычное увидеть..",both,positive,positive,both,positive
"Являюсь постоянным гостем данного кафе. Недавно в нем сделали ремонт и теперь там светло и уютно. Кухня очень нравится, часто ходим туда с друзьями и там же отмечаем праздники (н-р день рождения). Обслуживание на высоком уровне, персонал работает очень хорошо и всегда внимателен к гостям. Рекомендую это кафе как для тех, кто просто хочет попить кофе в спокойной обстановке, так и для тех, кто хочет отметить день рождения или какой-то другой праздник.",positive,positive,absence,positive,positive
"Довольно приятное заведение, интерьер симпатичный. Обслуживание тоже было хорошим, да и на все вопросы официантка ответила. По поводу кухни ничего сказать не могу, ибо заказал только мороженное, но мои спутники остались довольны блинчиками с мясом. Самое приятное пожалуй это цены, при таком интерьере и качестве блюд я бы ожидал цены раза в 2 больше это точно. К тому же это центр.",positive,positive,positive,positive,positive
"17 июня отмечали в Санторини свадьбу - обслуживание очень хорошее - мы с мужем сами ни разу не наполняли себе бокалы - за всем следил официант. Обслуживание было на высшем уровне, ненавязчивое. Все убирали вовремя. Единственное, я бы заказала больше еды - у нас съели абсолютно всё. То ли было так вкусно, то ли еды нехватило... У нас выходило 1500 на человека. Надо было заказать на 2000. Мы специально до свадьбы съездили в ресторан и покушали там как обычные посетители. Для нас ценник дороговат, но всё было настолько вкусно, обслуживание было таким хорошим, что остановили выбор на Санторини. Мы не пожалели - всё было супер! Гостям еда очень понравилось, обслуживание отличное, много места для танцев. Пожалуй, это лучший выбор, который мы могли сделать! Спасибо персоналу!",positive,positive,negative,positive,positive
"Привет всем!Мы из Москвы,посетили на выходные Питер и Ваш замечательный ресторан!Понравилось все:и необычно выполненный интерьер,и хорошее обслуживание официантки с рекомендацией блюд,прекрасный вид из окна,и самое главное очень хорошая кухня!!!Цена полностью соответствует качеству,все очень вкусно,что на мой взгляд редкость для Питера,где мало действительно хороших ресторанов.""BELLINI"" один из них!В следующий раз когда будем в Питере обязательно будем у Вас,спасибо!",positive,positive,positive,positive,positive
"У нас была свадьба в этом ресторане. Все было просто великолепно! Все остались довольны и кухней, и интерьером и обслуживанием. Большое спасибо администрации и персоналу ресторана! Всегда шли навстречу нашим пожеланиям и все сделали на высшем уровне. Банкетное меню было за 4 т.р. - очень много еды на человека получилось и еда (во всяком случае, горячие закуски и вторые блюда) была очень хорошей.",positive,positive,neutral,positive,positive
"Красиво. Вкусно. Обслуживание ""на уровне"". Вот на этот ""уровень"" оно и ориентированно, не на клиента )) Приехали в 23, в будний день, вдвоем покушать. Ресторан создавал впечатление пустого, только приглядевшись можно было увидеть посетителей. Обслуживающего персонала было явно больше, чем гостей. Поднялись на второй этаж, встретила нас девушка, предложила пару маленьких столиков. Мы захотели сесть за большой стол, с диванами. Ну уж очень хотелось на диван)) Девушка категорично сказала: ""нет, большие столы - для больших компаний, и один из них зарезервирован"". Смешно, один занят, один зарезервирован, и еще несколько пустуют, но мы не можем сесть где нравится, т.к. нас только двое. Ну вдруг, в этом ресторане аншлаг неожиданно случается в полночь, ладно не будем занимать собой так много места. Конечно до закрытия больше никто не появился. Кухня, действительно хороша. Музыка тоже.",positive,absence,absence,both,negative
"Посетили данное заведение по случаю юбилея моего папы. Выбор пал на него, так живем неподалеку, да и гости приехали из другого города, так что идти куда-то в цетр города не хотелось. Итак, начнем с интерьера. Для данного района, вернее месторасполажения, где приличных мест нет в принципе. Первое впечатление было приятным. И встретили нас и проводили к столику, а официантка какая была, просто чудо, приветливая, внимательная, но самое главное все в меру, ее не было слишком много, но работу она выполняла на все 100, а то и 200 %. Перейдем к кухни. Заказали много, сами понимаете юбилей. НО, о, ужас, тут и был шок. Да, первое восприятие блюд отличное, оформление, какие-то находки повара. Но, на вкус!!!!!!!!!!!!!!!!!!!!!!!!!!! Нет не то, что было отвратительно, но ни одно юдюдо не было в достаточном смысле хорошоим. То мясо суховато, то рыба не досолена, чего не скажешь о спиртных напитках. Винная карта прекрасная. качество вин тоже порадовало. Вообщем, если идете туда целенаправленно-лучше не стоит, ну а если просто мимо проходили и решили зайти, ради любопытства, то можно. Но боюсь комментарии после. будут не лучшие.",both,absence,absence,both,positive
"Хочу оставить свой отзыв об этом замечательном кафе. Отмечали мамин юбилей, все было просто замечательно! Недовольных не осталось, всем очень понравилась кухня! Большие порции, интересные салаты и горячее, все было очень сытно и вкусно за сравнительно небольшую цену! Очень приятное ненавязчивое обслуживание! Отдельное спасибо администратору Сергею! Остались только хорошие воспоминания! И какой восхитительный был торт! Всем рекомендую посетить это замечательное кафе! Отлично подходит для проведения небольших банкетов! Уютно и по-домашнему!",positive,positive,positive,positive,positive
"Несколько раз посещали с друзьями данный ресторан! В общем очень даже неплохо! Интерьер милый, всего в меру! Кухня понравилась! Последний раз были 21 января, отлично посидели! Была небольшая компания 5 человек. Очень понравился музыкальный коллектив, хорошая музыка! По обслуживанию претензий нет, хорошо встретили, проводили за столик (забронировали заранее в VIP зоне, стоимость 400 руб.). Официанты не заставляли себя долго ждать, очень все вежливо и обходительно! Вполне прилично место!",positive,positive,absence,positive,positive
"мы посетили ресторан 10 марта. впечатления остались самые замечательные. я тут почитала предыдущие отзывы. не знаю, но мне кажется, что это происки конкурентов! :)) я сама в паулайнере была не в первый раз, и всегда тут хорошее обслуживание и вкусная кухня. про пиво вообще говорить нечего, оно выше всех похвал! да, еще по поводу столиков...у нас никогда не возникало проблем с его заказом... этот раз вообще заказывали в этот же день. персонал вежливый, никто нам не хамил и не обсчитывал. обслуживала наш столик девушка Мария, еще раз хочется сказать ей большое спасибо! очень приветливая девушка! у нас на столе никогда не было больше 2 окрков в пепельнице, с такой частотой она их меняла. была очень приветлива, посоянно к нам подходила, уточняла не нужно ли чего-нибудь еще. и в то же время это не выглядело как-то навязчиво. горячее принесли через 15 минут после заказа, мы даже и не ожидали такой оперативности! в общем, впечатления остались самые положительные! (это впрочем, как всегда!) обязательно будем приходить сюда ещеи еще!",positive,absence,absence,positive,positive
"Впервые посетила это замечательное место! С первых слов хочу сказать, что мне понравилось! Понедельник, центр, я думаю ресторан должен быть действительно достойным, чтобы быть заполненным на 70% в такой день и с такой массой рядом стоящих ресторанов. Заказав парочку блюд, я как говорится, ""поняла в чем фишка"" -- это кухня в сочетании с обслуживанием! В меню, придраться не к чему -- очень красиво, очень вкусно, очень разнообразно. Обслуживала великолепная официантка, которая с ходу рассказала о составе чуть ли не каждого блюда, представленного в меню, затем поинтересовалась о моих предпочтениях в еде и посоветовала действительно то, от чего я была в полном восторге! В интерьере выдержан стиль, ничего лишнего! Играла приятная музыка, а по средам там караоке-программа, что тоже порадовало. В общем, обязательно приду туда еще раз. P.S. Из блюд заказывала салат из тунца, салат из лисичек с кроличьей печенью, а друг нахваливал салат из лосося. Рекомендую!!!!",positive,positive,absence,positive,positive
"Праздновали свадьбу в этом ресторане! Свадьба была чудесная, настроение было испорчено здесь! Все по порядку, банкетное меню 2000 на человека, дело было не в цене, хотелось просто видеть богатый стол, администратор уверила, что этого вполне достаточно, хотя у нас было меню на 18 человек, а двое не смогли прийти и сумма заказа была больше чем 2000 на человека и все равно еды было мало! Смешно смотрелось 6 маленьких кусочков красной рыбы на здоровом блюде и т.д. Я понимаю красивая посуда и оформление стола, но не стоит смешить гостей 6 рулетиками на огромном блюде! Я уже молчу, что они берут 10% за обслуживание, а у нас всего был 1 официант, алкоголя на столе не было и он один явно не успевал всем подливать, в итоге гости сидели с пустыми бокалами! Он один не успевал всем одновременно подать горячее и десерт, в итоге чай уже остыл, к тому времени, когда поспел десерт! Недавно были на свадьбе у друзей, у них 2000 на человека без всякого обслуживание (чаевые по желанию), стол ломился от еды и многое осталось! Может здесь и неплохо поужинать, но банкет явно не стоит здесь делать! Не портите себе праздник!",negative,absence,negative,negative,negative
"Были в этом ресторане в апреле месяце. Остались хорошие впечатления. Началось с того, что пришли туда в субботу, зал набит, мест не было.Расстроились. Стояли перед баром с подругой, ждали общего друга, чтобы решить, куда пойти-куда податься. Ждали минут 10 и только он пришел, как к нам вышла хостесс и вежливо предложила забронированный столик, объяснив, что мы можем там посидеть пока не появятся ""хозяева""(к нашей радости, они так и не объявились). Обслуживание понравилось, персонал вежливый, заказы приносят достаточно быстро. Цены очень приемлемые, особенно на пиво. Еда вкусная и сытная. Порадовало, стоящее в углу пианино, можно было подойти поиграть=) В общем, мы остались очень довольны.",positive,both,positive,positive,positive
"Была в этом ресторане только однажды, но с удовольствием схожу еще раз. Ужинали с сестрой на 2 этаже. Отличное обслуживание, все приносили-уносили быстро и вежливо. Очень понравился выбор в меню, долго не могли решить что заказать из-за большого разнообразия блюд. Все было очень вкусно, к кухне нет никаких нареканий. Ближе к концу нашего ужина пришли музыканты. Очень понравилась их музыка. Красиво, но ненавязчиво. в общем, ресторан отличный. С удовольствием схожу еще не один раз!",positive,positive,absence,positive,positive
"Посетили ресторан по рекомендации друзей. Впечатление осталось не из лучших. Во-первых, меню ждали минут 15 (хотя народу было не очень много), потом еще 15мин, чтобы сделать заказ, цены чуть выше среднего по городу, но при этом качество оставляет желать лучшего, у салатов порции маленькие, а мясо вообще резиновое, за все проведенное время пепельницу не разу не поменяли.",negative,absence,negative,negative,negative
"Зашли в ресторан в выходной день случайно. Посоветовала сестра, которая частенько там бывает. Ресторан довольно уютный, милая домашняя обстановка. Людей было мало, поэтому нам достался столик у окна с видом на Большой проспект. Очень не плохо. Еда вкусная, но порции не большие. Нас было четверо и мы все заказали пасту. У всех было довольно прилично приготовлено. Салаты вообще оказались вкуснейшими. Я брала пасту с грибами. М-мми. Вкусно. Один недостаток, что нас обслуживали очень долго. На наше замечание девушка сказала, что у них какие-то проблемы на кухне. Мы не стали выяснять, что за проблемы, но настроение было подпорчено. Цены средние. Да, и в ресторане чаевые от суммы оставляют себе сами. А так не плохо. Еще можно купить домой масло оливковое. Очень вкусное. Желаю приятного времяпровождения.",positive,positive,neutral,both,negative
"06.09.2013 были на ужине в ресторане Пури. Выбирали по местоположению и ориентировались на отзывы посетителей. Заказали столик по телефону. Встретила нас прекрасная девушка администратор, проводила до столика. Место оказалось просто замечательным. Интересный интерьер, все красочное и при этом очень домашняя обстановка. Обслужили нас по высшему разряду. Очень грамотный официант Андрей, за что ему отдельное спасибо. Уделял нам достаточного много времени и при этом не был навязчивым. Порекомендовал отличный чай, от которого мы были в восторге. Меню очень разнообразное. Принесли заказ быстро. Все вкусно. Буду рекомендовать сходить друзьям и знакомым. Появилось желание посетить и другие заведения сети Гинза.",positive,positive,absence,positive,positive
"Всем добрый день! Вчера отдыхали с компанией 9 человек в этом ресторане. Что могу сказать, посидели чисто по русски в итальянском ресторане :) Место достаточно комфортное, есть диванчики. Играла приятная музыка, что также порадовало. Делали много заказов, мой выбор пал на пасту с копчёной грудкой. Мне очень понравилось. Овощной салат также пришёлся по вкусу. Мясная и сырная тарелки вполне себе обычные, но что-то негативное сказать про них нельзя. Ребята заказывали в основном стейки из мяса и лосося, и по их довольным лицам можно было понять, что еда определённо вкусная и доставляет удовольствие. Не хватало лишь комплимента от шеф-повара, но это так, придирки. Пили морс, вино, водку, пиво. Тут никаких сюрпризов, разве что ассортимент пива можно сделать и больше, не как в пабах, но 3-4 варианта самое то. Навязывание хайнекена не приветсвую. Атмосфера в ресторане приятная, располагает к отдыху. По контингенту можно понять, что ресторан для тех кому за 30, для семейных пар, просто для влюблённых. Но и группа друзей не пропадёт. Обслуживание оказалось на высоте, вполне возможно, что из-за обозначенных нами амбиций на объём заказа и как следствие будущий чай. не знаю. Но девушка оказалась очень доброй, внимательной и просто красивой :) По-моему Наташа её звали :) Жаль, что не урвал телефончик. В общем, советую.",positive,positive,absence,positive,both
